Ratio_Missing:	nsam[0]:	Eff_length1_pop_outg[0]:	Eff_length2_pop_outg[0]:	Eff_length3_pop_outg[0]:	S[0]:	Theta(Wat)[0]:	Theta(Taj)[0]:	Theta(Fu&Li)[0]:	Theta(Fay&Wu)[0]:	Theta(Zeng)[0]:	Theta(Achaz,Wat)[0]:	Theta(Achaz,Taj)[0]:	Theta/nt(Taj)HKY[0]:	Divergence[0]:	Divergence/nt_HKY[0]:	TajimaD[0]:	Fu&LiD[0]:	Fu&LiF[0]:	Fay&WunormH[0]:	ZengE[0]:	AchazY[0]:	FerrettiL[0]:	
NA	100	100000.00	100000.00	100000.00	626	120.910634	37.344848	266.000000	371.725859	204.535354	86.178469	32.678417	NA	NA	NA	-2.348303	-3.667056	-3.489883	-4.727930	2.170982	-2.325226	-3.869185	
NA	100	100000.00	100000.00	100000.00	607	117.240823	46.918384	186.000000	282.212929	164.565657	100.780932	44.079984	NA	NA	NA	-2.037608	-1.790545	-2.187998	-3.430277	1.266584	-2.109705	-2.623702	
NA	100	100000.00	100000.00	100000.00	491	94.835657	46.369495	126.000000	273.610303	159.989899	87.375392	44.744383	NA	NA	NA	-1.733465	-0.995937	-1.542120	-4.088386	2.149499	-1.827652	-3.505705	
NA	100	100000.00	100000.00	100000.00	440	84.985110	23.664040	212.000000	234.133939	128.898990	54.579697	19.820449	NA	NA	NA	-2.445215	-4.509683	-4.059651	-4.221096	1.613860	-2.374449	-3.258581	
NA	100	100000.00	100000.00	100000.00	676	130.568033	25.731515	309.000000	395.945253	210.838384	87.854162	19.950526	NA	NA	NA	-2.729392	-4.185635	-4.008851	-4.849987	1.931469	-2.895384	-3.794066	
NA	100	100000.00	100000.00	100000.00	651	125.739334	65.404646	203.000000	372.312525	218.858586	107.244317	62.596578	NA	NA	NA	-1.630759	-1.879929	-2.020783	-4.173983	2.325698	-1.561755	-3.659194	
NA	100	100000.00	100000.00	100000.00	620	119.751746	42.895960	203.000000	392.033333	217.464646	99.823394	39.628530	NA	NA	NA	-2.180513	-2.123792	-2.466841	-4.984002	2.560978	-2.261041	-4.240538	
NA	100	100000.00	100000.00	100000.00	670	129.409145	30.718788	263.000000	404.432727	217.575758	97.429547	25.978355	NA	NA	NA	-2.592253	-3.161020	-3.316227	-4.939390	2.140256	-2.749330	-3.966834	
NA	100	100000.00	100000.00	100000.00	485	93.676769	27.970101	160.000000	268.837980	148.404040	77.800007	25.275613	NA	NA	NA	-2.378938	-2.144738	-2.587806	-4.386672	1.827498	-2.526506	-3.476750	
NA	100	100000.00	100000.00	100000.00	640	123.614706	76.285657	161.000000	305.492121	190.888889	114.665241	74.556792	NA	NA	NA	-1.301089	-0.924839	-1.265167	-3.170436	1.708747	-1.312719	-2.744995	
NA	100	100000.00	100000.00	100000.00	772	149.110239	40.476768	323.000000	415.563636	228.020202	107.483702	34.710987	NA	NA	NA	-2.478325	-3.584472	-3.508216	-4.306352	1.664916	-2.539919	-3.339911	
NA	100	100000.00	100000.00	100000.00	473	91.358994	22.773333	135.000000	295.610505	159.191919	80.912007	20.482993	NA	NA	NA	-2.545654	-1.445638	-2.254184	-5.093761	2.321699	-2.795877	-4.155549	
NA	100	100000.00	100000.00	100000.00	550	106.231388	46.670909	138.000000	310.925051	178.797980	98.626470	44.807050	NA	NA	NA	-1.903365	-0.910070	-1.582708	-4.248463	2.140697	-2.045930	-3.588664	
NA	100	100000.00	100000.00	100000.00	629	121.490078	43.466263	207.000000	321.907475	182.686869	101.020317	40.128839	NA	NA	NA	-2.182174	-2.151222	-2.484261	-3.918334	1.581243	-2.260292	-3.077139	
NA	100	100000.00	100000.00	100000.00	563	108.742312	34.386061	225.000000	314.159394	174.272727	80.912007	30.495980	NA	NA	NA	-2.321703	-3.256093	-3.228493	-4.394936	1.889085	-2.332605	-3.519189	
NA	100	100000.00	100000.00	100000.00	578	111.639531	38.610101	154.000000	332.581818	185.595960	101.499086	36.255205	NA	NA	NA	-2.221496	-1.156632	-1.904639	-4.499066	2.077371	-2.410506	-3.688084	
NA	100	100000.00	100000.00	100000.00	612	118.206563	113.314747	197.000000	255.291313	184.303030	99.344624	111.606885	NA	NA	NA	-0.140591	-2.035603	-1.305953	-2.053041	1.754705	0.462800	-2.162569	
