Ratio_Missing:	nsam[0]:	Eff_length1_pop_outg[0]:	Eff_length2_pop_outg[0]:	Eff_length3_pop_outg[0]:	S[0]:	Theta(Wat)[0]:	Theta(Taj)[0]:	Theta(Fu&Li)[0]:	Theta(Fay&Wu)[0]:	Theta(Zeng)[0]:	Theta(Achaz,Wat)[0]:	Theta(Achaz,Taj)[0]:	Theta/nt(Taj)HKY[0]:	Divergence[0]:	Divergence/nt_HKY[0]:	TajimaD[0]:	Fu&LiD[0]:	Fu&LiF[0]:	Fay&WunormH[0]:	ZengE[0]:	AchazY[0]:	FerrettiL[0]:	
NA	100	100000.00	100000.00	100000.00	1540	297.447886	282.097980	355.000000	304.023232	293.060606	283.670795	280.610183	NA	NA	NA	-0.175993	-0.602255	-0.457079	-0.126558	-0.046630	-0.040636	-0.041500	
NA	100	100000.00	100000.00	100000.00	1496	288.949375	310.889293	269.000000	270.444040	290.666667	293.724949	311.744176	NA	NA	NA	0.258929	0.214819	0.270303	0.240305	0.018786	0.231076	0.120215	
NA	100	100000.00	100000.00	100000.00	1577	304.594362	327.804848	312.000000	333.326465	330.565657	302.821566	328.127396	NA	NA	NA	0.259890	-0.075701	0.096784	-0.031126	0.269591	0.314792	-0.177105	
NA	100	100000.00	100000.00	100000.00	1649	318.501016	343.945859	311.000000	269.427879	306.686869	320.296644	344.618223	NA	NA	NA	0.272498	0.073368	0.193002	0.401781	-0.117305	0.286077	0.289334	
NA	100	100000.00	100000.00	100000.00	1521	293.778075	274.015758	325.000000	225.297374	249.656566	286.304026	272.975263	NA	NA	NA	-0.229406	-0.330750	-0.323623	0.284716	-0.474774	-0.175345	0.437586	
NA	100	100000.00	100000.00	100000.00	1605	310.002505	322.833939	289.000000	273.246869	298.040404	315.030182	323.524428	NA	NA	NA	0.141174	0.210990	0.203600	0.274669	-0.122015	0.101578	0.222626	
NA	100	100000.00	100000.00	100000.00	1610	310.968245	292.585455	293.000000	226.848889	259.717172	315.269567	292.576994	NA	NA	NA	-0.201625	0.179954	-0.002487	0.362996	-0.521150	-0.271163	0.507929	
NA	100	100000.00	100000.00	100000.00	1372	264.999026	255.616364	254.000000	252.807879	254.212121	267.632024	255.649351	NA	NA	NA	-0.120711	0.128991	0.011365	0.018190	-0.128610	-0.168607	0.086318	
NA	100	100000.00	100000.00	100000.00	1569	303.049178	285.184444	373.000000	249.664040	267.424242	286.304026	283.392290	NA	NA	NA	-0.201050	-0.718642	-0.540480	0.201253	-0.371675	-0.038305	0.330736	
NA	100	100000.00	100000.00	100000.00	1701	328.544711	307.807273	369.000000	249.930101	278.868687	318.860336	306.558442	NA	NA	NA	-0.215311	-0.383741	-0.347590	0.302544	-0.478231	-0.145349	0.449398	
NA	100	100000.00	100000.00	100000.00	1738	335.691186	328.312525	320.000000	270.131919	299.222222	339.447415	328.482169	NA	NA	NA	-0.074983	0.145707	0.046219	0.297673	-0.343645	-0.121715	0.366821	
NA	100	100000.00	100000.00	100000.00	1600	309.036765	312.170909	362.000000	235.425051	273.797980	296.358180	311.153989	NA	NA	NA	0.034590	-0.533707	-0.300784	0.426430	-0.360557	0.188057	0.447248	
NA	100	100000.00	100000.00	100000.00	1650	318.694164	323.234343	330.000000	287.715152	305.474747	315.987721	323.096269	NA	NA	NA	0.048593	-0.110517	-0.039610	0.191394	-0.131179	0.084750	0.182541	
NA	100	100000.00	100000.00	100000.00	1575	304.208066	278.278990	323.000000	266.832121	272.555556	299.709565	277.366316	NA	NA	NA	-0.290698	-0.192333	-0.274204	0.064610	-0.328979	-0.280818	0.230676	
NA	100	100000.00	100000.00	100000.00	1716	331.441931	305.111919	348.000000	271.453737	288.282828	327.478183	304.236652	NA	NA	NA	-0.270993	-0.155705	-0.241500	0.174409	-0.411876	-0.267391	0.339935	
NA	100	100000.00	100000.00	100000.00	1588	306.718989	296.743030	264.000000	291.539798	294.141414	316.945259	297.411255	NA	NA	NA	-0.110930	0.433689	0.199130	0.029129	-0.129659	-0.232188	0.092919	
NA	100	100000.00	100000.00	100000.00	1554	300.151958	257.701010	320.000000	271.026263	264.363636	295.400642	256.429602	NA	NA	NA	-0.482344	-0.205853	-0.387107	-0.076226	-0.376966	-0.496930	0.182176	
